ts_code,name,industry,market,list_date,act_name,total_mv,pe_ttm,pb,employees,mv_亿,top1_holder,top1_hold_ratio,latest_holder_end_date,founder_best_ratio,founder_best_rank,mgr_latest_ann_date,mgr_count,mgr_avg_age,mgr_high_edu_ratio,mgr_high_edu_count,mgr_edu_sample_n,founder_major_holder,young_mgmt,high_edu_mgmt,mgr_data_ok,all_match_proxy
001313.SZ,粤海饲料,饲料,主板,20220216,郑石轩,588700.0,716.6427,2.3088,3129.0,58.87,湛江市对虾饲料有限公司,37.8017,20250930,,,20251114,1.0,47.0,0.0,0.0,1.0,False,False,False,False,False
301552.SZ,科力装备,汽车配件,创业板,20240722,张万武,420498.4,27.0885,3.552,1388.0,42.04984,张万武,29.4646,20251231,29.4646,1.0,20250630,11.0,46.0,0.2727272727272727,3.0,11.0,True,False,False,True,False
605028.SH,世茂能源,供气供热,主板,20210712,李立峰,477600.0,27.7059,3.4819,211.0,47.76,宁波世茂投资控股有限公司,60.0,20251231,,,20251010,3.0,52.333333333333336,0.0,0.0,3.0,False,False,False,True,False
920496.BJ,许昌智能,电气设备,北交所,20240126,张洪涛,159779.875,147.6724,2.8424,640.0,15.9779875,张洪涛,15.7484,20250930,15.7484,1.0,20250829,1.0,35.0,0.0,0.0,1.0,True,True,False,False,False
301288.SZ,*ST清研,环境保护,创业板,20220422,刘淑杰,205543.03,,2.5865,129.0,20.554303,刘淑杰,18.1259,20251231,18.1259,1.0,20251230,1.0,44.0,0.0,0.0,1.0,True,True,False,False,False
301118.SZ,恒光股份,化工原料,创业板,20211118,曹立祥,271193.3404,,2.0234,923.0,27.11933404,湖南洪江恒光投资管理有限公司,44.3753,20250930,2.6689,5.0,20251211,2.0,34.0,0.0,0.0,2.0,False,True,False,False,False
688217.SH,睿昂基因,医疗保健,科创板,20210517,熊慧,161144.26,,1.9073,401.0,16.114426,熊慧,18.219,20251231,18.219,1.0,20251011,3.0,37.333333333333336,1.0,3.0,3.0,True,True,True,True,True
603282.SH,亚光股份,专用机械,主板,20230315,陈国华,283296.94,23.1847,2.1432,890.0,28.329694,陈国华,26.117,20250930,26.117,1.0,20251219,3.0,58.666666666666664,0.3333333333333333,1.0,3.0,True,False,False,True,False
301050.SZ,雷电微力,航空,创业板,20210824,邓洁茹,1259051.5869,100.2344,3.9932,434.0,125.90515869,邓洁茹,19.3311,20250930,19.3311,1.0,20251113,14.0,46.07142857142857,0.5714285714285714,8.0,14.0,True,False,True,True,False
603261.SH,*ST立航,航空,主板,20220315,刘随阳,284520.9358,,4.2789,641.0,28.452093579999996,刘随阳,63.3509,20250930,63.3509,1.0,20251211,3.0,45.0,0.0,0.0,3.0,True,True,False,True,False
301113.SZ,雅艺科技,家居用品,创业板,20211222,叶跃庭,233870.0,308.5632,3.4205,524.0,23.387,叶跃庭,52.008,20251231,52.008,1.0,20250826,3.0,49.666666666666664,0.3333333333333333,1.0,3.0,True,False,False,True,False
001333.SZ,光华股份,化工原料,主板,20221208,孙杰风,319744.0,24.6947,1.8659,364.0,31.9744,孙杰风,49.2188,20250930,49.2188,1.0,20251112,1.0,37.0,0.0,0.0,1.0,True,True,False,False,False
920879.BJ,基康技术,电器仪表,北交所,20221220,蒋小钢,392028.9702,47.4544,6.1324,350.0,39.202897019999995,蒋小钢,28.9531,20251231,28.9531,1.0,20250906,3.0,54.0,0.0,0.0,3.0,True,False,False,True,False
920403.BJ,康农种业,种植业,北交所,20240118,方燕丽,223562.43,27.839,3.9867,153.0,22.356243,方燕丽,51.5624,20250930,51.5624,1.0,20250717,13.0,47.46153846153846,0.38461538461538464,5.0,13.0,True,False,False,True,False
688489.SH,三未信安,IT设备,科创板,20221202,张岳公,459686.6072,,2.5056,875.0,45.96866072,张岳公,20.5649,20251231,20.5649,1.0,20250909,3.0,43.666666666666664,0.6666666666666666,2.0,3.0,True,True,True,True,True
603209.SH,兴通股份,水运,主板,20220324,陈兴明,473850.0,17.8032,1.4256,731.0,47.385,陈兴明,24.3492,20250930,24.3492,1.0,20251111,4.0,47.5,0.25,1.0,4.0,True,False,False,True,False
600955.SH,维远股份,化工原料,主板,20210915,徐云亭,1024650.0,,1.3489,1548.0,102.465,维远控股有限责任公司,19.7704,20251231,1.9091,7.0,20250913,1.0,45.0,0.0,0.0,1.0,False,True,False,False,False
301429.SZ,森泰股份,其他建材,创业板,20230417,唐圣卫,235021.36,45.3924,1.7465,1022.0,23.502136,唐道远,35.248,20250930,4.0693,9.0,20250709,12.0,49.25,0.125,1.0,8.0,False,False,False,True,False
605180.SH,华生科技,纺织,主板,20210430,蒋生华,251810.0,94.238,2.2028,267.0,25.181,蒋瑜慧,37.4063,20250930,8.0156,5.0,20251118,4.0,38.5,0.25,1.0,4.0,False,True,False,True,False
920003.BJ,中诚咨询,建筑工程,北交所,20251107,许学雷,183335.5722,18.0961,3.2468,898.0,18.33355722,许学雷,57.3985,20250630,57.3985,1.0,20251230,1.0,51.0,1.0,1.0,1.0,True,False,True,False,False
001360.SZ,南矿集团,工程机械,主板,20230410,李顺山,451860.0,88.1722,3.1874,841.0,45.186,李顺山,36.3599,20250930,36.3599,1.0,,,,,,,True,False,False,False,False
301300.SZ,远翔新材,化工原料,创业板,20220819,王承辉,289854.696,36.2039,3.617,368.0,28.9854696,王承辉,46.8181,20250930,46.8181,1.0,20250915,1.0,38.0,0.0,0.0,1.0,True,True,False,False,False
605138.SH,盛泰集团,服饰,主板,20211027,徐磊,380010.8998,83.0873,1.5768,13053.0,38.00108998,宁波盛泰纺织有限公司,32.3322,20250930,,,20250917,3.0,41.666666666666664,0.6666666666666666,2.0,3.0,False,True,True,True,False
605365.SH,立达信,家用电器,主板,20210720,李江淮,1262060.3703,47.3927,3.3851,7978.0,126.20603703,李江淮,24.2026,20250930,24.2026,1.0,20250913,12.0,47.583333333333336,0.6666666666666666,8.0,12.0,True,False,True,True,False
688575.SH,亚辉龙,医疗保健,科创板,20210517,胡鹍辉,828513.035,344.9407,3.0709,1753.0,82.8513035,胡鹍辉,36.9466,20250930,36.9466,1.0,20251227,3.0,46.333333333333336,0.3333333333333333,1.0,3.0,True,False,False,True,False
300986.SZ,志特新材,建筑工程,创业板,20210430,高渭泉,1044766.0006,79.0144,4.9054,3380.0,104.47660006000001,珠海凯越高科技产业投资有限公司,33.5474,20250930,,,20251010,1.0,38.0,0.0,0.0,1.0,False,True,False,False,False
603312.SH,西典新能,电气设备,主板,20240111,SHENG JIAN HUA,670877.9035,25.7199,3.7708,1402.0,67.08779035,SHENGJIANHUA,34.0876,20251231,34.0876,1.0,20251025,1.0,45.0,1.0,1.0,1.0,True,True,True,False,False
301613.SZ,新铝时代,汽车配件,创业板,20241025,何峰,686266.5894,29.8305,4.2026,4015.0,68.62665894,何峰,33.6934,20251231,33.6934,1.0,20251128,11.0,50.63636363636363,0.6,6.0,10.0,True,False,True,True,False
301225.SZ,恒勃股份,汽车配件,创业板,20230616,周书忠,1190007.18,85.7739,7.7585,1601.0,119.00071799999999,周书忠,29.1062,20250930,29.1062,1.0,20251114,5.0,54.4,0.2,1.0,5.0,True,False,False,True,False
301170.SZ,锡南科技,汽车配件,创业板,20230627,李忠良,294200.0,26.1882,1.6655,1366.0,29.42,李忠良,51.1469,20250930,51.1469,1.0,20250912,1.0,44.0,0.0,0.0,1.0,True,True,False,False,False
001212.SZ,中旗新材,其他建材,主板,20210823,贺荣明,982290.6421,,5.1315,858.0,98.22906421,广东星空科技装备有限公司,22.7377,20250930,,,20250920,1.0,39.0,0.0,0.0,1.0,False,True,False,False,False
688296.SH,和达科技,软件服务,科创板,20210727,郭军,151058.124,,2.5342,924.0,15.105812400000001,郭军,35.7915,20251231,35.7915,1.0,20251118,4.0,53.5,0.25,1.0,4.0,True,False,False,True,False
920706.BJ,铁拓机械,工程机械,北交所,20240308,王希仁,234709.3223,48.7123,3.9539,471.0,23.47093223,王希仁,36.3616,20251231,36.3616,1.0,20250916,1.0,54.0,0.0,0.0,1.0,True,False,False,False,False
920066.BJ,科拜尔,塑料,北交所,20241031,姜之涛,142299.9301,50.3023,3.5422,179.0,14.22999301,姜之涛,50.1167,20250930,50.1167,1.0,20250917,3.0,40.333333333333336,0.0,0.0,3.0,True,True,False,True,False
603122.SH,合富中国,医药商业,主板,20220216,无实际控制人,652010.2129,,6.1633,203.0,65.20102129,合富(香港)控股有限公司,54.0024,20251231,,,20251129,1.0,64.0,0.0,0.0,1.0,False,False,False,False,False
920556.BJ,雅达股份,电器仪表,北交所,20230317,王煌英,160185.9936,57.8282,3.0375,776.0,16.01859936,王煌英,26.3168,20250930,26.3168,1.0,20250926,3.0,58.0,0.0,0.0,3.0,True,False,False,True,False
300996.SZ,普联软件,软件服务,创业板,20210603,蔺国强,503624.1415,53.6833,3.8071,2689.0,50.36241415,蔺国强,10.4549,20251231,10.4549,1.0,,,,,,,True,False,False,False,False
301202.SZ,朗威股份,机械基件,创业板,20230705,高利擎,571243.2,62.3579,4.9674,1756.0,57.12432,高利擎,35.5645,20250930,35.5645,1.0,20251120,1.0,42.0,0.0,0.0,1.0,True,True,False,False,False
688739.SH,成大生物,生物制药,科创板,20211028,无实际控制人,1014888.65,73.7475,1.0843,1807.0,101.488865,辽宁成大股份有限公司,54.6677,20251231,,,20250829,3.0,47.333333333333336,1.0,3.0,3.0,False,False,True,True,False
920871.BJ,派特尔,塑料,北交所,20220722,陈宇,115451.2405,105.5803,4.3756,215.0,11.54512405,陈宇,49.3487,20250930,49.3487,1.0,20251114,1.0,30.0,0.0,0.0,1.0,True,True,False,False,False
920719.BJ,宁新新材,化工原料,北交所,20230526,李海航,106498.8496,,3.1592,434.0,10.64988496,李海航,10.4945,20250930,10.4945,1.0,20250918,1.0,44.0,0.0,0.0,1.0,True,True,False,False,False
301367.SZ,瑞迈特,医疗保健,创业板,20221101,庄志,632486.4,30.0797,2.1222,876.0,63.24864,庄志,13.0989,20250930,13.0989,1.0,20250917,3.0,55.666666666666664,0.3333333333333333,1.0,3.0,True,False,False,True,False
920438.BJ,戈碧迦,元器件,北交所,20240325,虞顺积,718646.5,253.3618,7.1933,827.0,71.86465,虞顺积,20.7031,20250930,20.7031,1.0,20250930,1.0,36.0,1.0,1.0,1.0,True,True,True,False,False
301045.SZ,天禄科技,元器件,创业板,20210813,陈凌,468853.0215,144.6183,4.5735,823.0,46.885302149999994,梅坦,25.7077,20250930,20.8779,3.0,20251010,9.0,48.77777777777778,0.3333333333333333,3.0,9.0,True,False,False,True,False
301618.SZ,长联科技,染料涂料,创业板,20240930,卢开平,440704.4761,92.3642,4.7138,517.0,44.07044761,卢开平,30.866,20250930,30.866,1.0,20250915,4.0,57.0,0.5,2.0,4.0,True,False,True,True,False
605162.SH,新中港,供气供热,主板,20210707,谢百军,568838.8759,38.2312,4.3116,386.0,56.88388759,浙江越盛集团有限公司,74.6475,20250930,,,20251028,4.0,50.25,0.25,1.0,4.0,False,False,False,True,False
301322.SZ,绿通科技,摩托车,创业板,20230306,张志江,512168.5578,59.1238,1.8218,663.0,51.21685578,张志江,31.9201,20250930,31.9201,1.0,,,,,,,True,False,False,False,False
920770.BJ,艾能聚,电气设备,北交所,20230228,姚华,212245.5774,46.9612,3.4332,104.0,21.22455774,嘉兴新萌投资有限公司,16.1067,20251231,,,20250926,1.0,52.0,0.0,0.0,1.0,False,False,False,False,False
001220.SZ,世盟股份,仓储物流,主板,20260203,张经纬,420657.82,26.4474,2.8116,,42.065782,,,,,,20251121,4.0,44.75,0.25,1.0,4.0,False,True,False,True,False
920821.BJ,则成电子,元器件,北交所,20220706,薛兴韩,334559.0718,189.2089,6.3323,934.0,33.45590718,薛兴韩,40.4474,20250930,40.4474,1.0,20250805,9.0,53.666666666666664,0.6666666666666666,6.0,9.0,True,False,True,True,False
301053.SZ,远信工业,专用机械,创业板,20210901,陈少军,597968.2508,215.7797,6.6151,534.0,59.796825080000005,新昌县远威科技有限公司,53.8084,20250930,2.6121,7.0,20251016,11.0,51.09090909090909,0.18181818181818182,2.0,11.0,False,False,False,True,False
301357.SZ,北方长龙,专用机械,创业板,20230418,陈跃,1126692.0,1043.2104,9.9039,211.0,112.6692,陈跃,46.25,20250930,46.25,1.0,20250915,3.0,41.333333333333336,0.3333333333333333,1.0,3.0,True,True,False,True,False
301539.SZ,宏鑫科技,汽车配件,创业板,20240415,王文志,288748.0,47.2488,3.5405,779.0,28.8748,王文志,34.7377,20250930,34.7377,1.0,20251025,5.0,50.0,0.25,1.0,4.0,True,False,False,True,False
301268.SZ,铭利达,机械基件,创业板,20220407,陶诚,946538.3472,,5.6308,3825.0,94.65383471999999,深圳市达磊投资发展有限责任公司,38.1856,20250930,,,20251216,1.0,49.0,0.0,0.0,1.0,False,False,False,False,False
603193.SH,润本股份,日用化工,主板,20231017,赵贵钦,1031308.3574,33.7774,4.747,921.0,103.13083574,广州卓凡投资控股有限公司,44.5848,20250930,17.9247,3.0,20250918,1.0,37.0,1.0,1.0,1.0,True,True,True,False,False
301383.SZ,天键股份,元器件,创业板,20230609,冯砚儒,482411.5296,139.5683,2.4006,3111.0,48.24115296,冯砚儒,24.904,20250930,24.904,1.0,20251226,13.0,46.07692307692308,0.46153846153846156,6.0,13.0,True,False,False,True,False
301023.SZ,奕帆传动,电气设备,创业板,20210707,刘锦成,324157.0976,40.1345,4.0723,406.0,32.41570976,刘锦成,38.8627,20250930,38.8627,1.0,20251215,10.0,47.8,0.4,4.0,10.0,True,False,False,True,False
301398.SZ,星源卓镁,汽车配件,创业板,20221215,邱卓雄,533008.0,76.8851,4.7513,724.0,53.3008,宁波源星雄控股有限公司,60.4125,20250930,3.3563,3.0,20251215,2.0,48.5,0.0,0.0,2.0,True,False,False,False,False
920592.BJ,华信永道,软件服务,北交所,20230710,刘景郁,269774.505,,7.8861,857.0,26.9774505,北京众邦融鑫信息技术中心(有限合伙),14.399,20250930,12.0861,3.0,20250801,2.0,42.0,0.5,1.0,2.0,True,True,True,False,False
301321.SZ,翰博高新,元器件,创业板,20220818,王照忠,445393.215,,4.584,1794.0,44.5393215,王照忠,27.5764,20250930,27.5764,1.0,,,,,,,True,False,False,False,False
688813.SH,C泰金,专用机械,科创板,20260331,陕西省财政厅,1241600.0,60.8296,7.1515,,124.16,,,,,,,,,,,,False,False,False,False,False
301628.SZ,强达电路,元器件,创业板,20241031,祝小华,851671.1642,70.4516,7.2667,1392.0,85.16711642,祝小华,32.1429,20251231,32.1429,1.0,20251222,2.0,54.0,0.0,0.0,2.0,True,False,False,False,False
001256.SZ,炜冈科技,轻工机械,主板,20221205,周炳松,345978.0657,37.9548,2.8625,434.0,34.597806569999996,浙江承炜股权投资有限公司,32.0859,20250930,26.1408,3.0,,,,,,,True,False,False,False,False
301162.SZ,国能日新,软件服务,创业板,20220429,雍正,914695.1119,70.2245,5.7748,687.0,91.46951119,雍正,33.5477,20251231,33.5477,1.0,20251218,1.0,48.0,1.0,1.0,1.0,True,False,True,False,False
920077.BJ,吉林碳谷,化纤,北交所,20210831,吉林省吉林市人民政府国有资产监督管理委员会,1120709.225,62.7554,4.2633,1218.0,112.07092250000001,吉林市国兴新材料产业投资有限公司,46.3848,20251231,,,20251216,1.0,48.0,0.0,0.0,1.0,False,False,False,False,False
688115.SH,思林杰,电器仪表,科创板,20220314,周茂林,298681.6,,2.3571,298.0,29.868159999999996,周茂林,23.5903,20250930,23.5903,1.0,20251018,1.0,54.0,0.0,0.0,1.0,True,False,False,False,False
603211.SH,晋拓股份,汽车配件,主板,20220725,张东,735240.64,116.9219,5.9856,1380.0,73.524064,江苏智拓投资有限公司,47.4769,20250930,13.8649,3.0,20251108,1.0,39.0,0.0,0.0,1.0,True,True,False,False,False
001269.SZ,欧晶科技,矿物制品,主板,20220930,无实际控制人,435043.5071,,4.98,1630.0,43.50435071,余姚市恒星管业有限公司,31.8281,20250930,,,20250925,3.0,45.333333333333336,0.3333333333333333,1.0,3.0,False,False,False,True,False
920834.BJ,三维装备,塑料,北交所,20220822,李光千,151680.0063,32.2325,4.9209,338.0,15.168000630000002,香港三维(国际)发展有限公司,45.5809,20250930,3.7427,5.0,20251001,1.0,36.0,0.0,0.0,1.0,False,True,False,False,False
920978.BJ,开特股份,汽车配件,北交所,20230928,郑海法,521542.4718,30.1194,6.6568,1268.0,52.15424718,郑海法,25.2946,20251231,25.2946,1.0,20250902,1.0,47.0,0.0,0.0,1.0,True,False,False,False,False
301246.SZ,宏源药业,化学制药,创业板,20230320,阎晓辉,974816.5716,685.3973,2.2485,2169.0,97.48165716,阎晓辉,22.1459,20250930,22.1459,1.0,20250915,5.0,54.6,0.2,1.0,5.0,True,False,False,True,False
301120.SZ,新特电气,电气设备,创业板,20220419,谭勇,879572.4182,,5.7042,373.0,87.95724182,谭勇,53.5373,20250930,53.5373,1.0,20251029,1.0,57.0,1.0,1.0,1.0,True,False,True,False,False
920371.BJ,欧福蛋业,食品,北交所,20230118,Christian Nicholas Stadil,205445.536,23.8684,3.3281,408.0,20.5445536,CHINAEGGPRODUCTSApS,65.8026,20250930,,,20251029,1.0,34.0,0.0,0.0,1.0,False,True,False,False,False
688776.SH,国光电气,元器件,科创板,20210831,张亚,933723.1547,,5.3323,933.0,93.37231546999999,新余环亚诺金企业管理有限公司,50.7874,20250930,,,20251230,1.0,,0.0,0.0,1.0,False,False,False,False,False
688305.SH,科德数控,机床制造,科创板,20210709,于本宏,791326.3608,89.1536,4.174,735.0,79.13263608,大连光洋科技集团有限公司,25.5683,20251231,9.3509,2.0,20251209,13.0,48.61538461538461,0.46153846153846156,6.0,13.0,True,False,False,True,False
301221.SZ,光庭信息,软件服务,创业板,20211222,朱敦尧,490805.5677,77.1171,2.4499,1797.0,49.08055677,朱敦尧,42.0061,20250930,42.0061,1.0,20251106,1.0,43.0,0.0,0.0,1.0,True,True,False,False,False
603215.SH,比依股份,家用电器,主板,20220218,闻继望,358212.7842,32.5454,2.949,1598.0,35.82127842,比依集团有限公司,55.8645,20250930,,,20250911,1.0,58.0,0.0,0.0,1.0,False,False,False,False,False
301130.SZ,西点药业,化学制药,创业板,20220223,张俊,235144.6617,59.7593,2.565,320.0,23.51446617,张俊,25.658,20250930,25.658,1.0,,,,,,,True,False,False,False,False
920694.BJ,中裕科技,塑料,北交所,20230424,黄裕中,242118.1765,26.9357,2.7302,587.0,24.21181765,黄裕中,40.134,20251231,40.134,1.0,20250808,3.0,45.666666666666664,0.0,0.0,3.0,True,False,False,True,False
001268.SZ,联合精密,机械基件,主板,20220630,何俊桦,364922.6023,45.1718,3.5544,1409.0,36.49226023,何俊桦,22.2359,20250930,22.2359,1.0,20250912,1.0,56.0,0.0,0.0,1.0,True,False,False,False,False
301317.SZ,鑫磊股份,机械基件,创业板,20230119,钟仁志,992969.23,25.0696,7.3815,1096.0,99.29692299999999,温岭市鑫磊科技有限公司,49.5286,20250930,15.1934,3.0,20251112,1.0,41.0,0.0,0.0,1.0,True,True,False,False,False
688348.SH,昱能科技,电气设备,科创板,20220608,LINGZHIMIN(凌志敏),843585.5941,,2.4601,532.0,84.35855941,LINGZHIMIN,14.5391,20250930,14.5391,1.0,20250919,3.0,45.333333333333336,0.3333333333333333,1.0,3.0,True,False,False,True,False
301048.SZ,金鹰重工,运输设备,创业板,20210818,中华人民共和国国务院,592000.074,28.0527,2.1589,662.0,59.200007400000004,中国铁路武汉局集团有限公司,60.0,20250930,,,20251124,1.0,44.0,1.0,1.0,1.0,False,True,True,False,False
301566.SZ,达利凯普,元器件,创业板,20231229,赵丰,936823.42,61.684,6.5111,342.0,93.682342,宁波梅山保税港区丰年致鑫投资管理有限公司,40.1731,20250930,,,20250728,2.0,49.0,0.5,1.0,2.0,False,False,True,False,False
688306.SH,均普智能,专用机械,科创板,20220322,王剑峰,1166868.66,954.5785,6.3195,1827.0,116.686866,均胜集团有限公司,45.6083,20251231,,,20251204,7.0,59.57142857142857,0.7142857142857143,5.0,7.0,False,False,True,True,False
603210.SH,泰鸿万立,汽车配件,主板,20250409,应正才,563362.0,27.8827,3.0844,1785.0,56.3362,应正才,22.8684,20250930,22.8684,1.0,20251029,1.0,30.0,,0.0,0.0,True,True,False,False,False
301080.SZ,百普赛斯,生物制药,创业板,20211018,陈宜顶,794094.0513,45.9628,3.0051,869.0,79.40940513000001,陈宜顶,23.6497,20251231,23.6497,1.0,20251219,5.0,49.25,0.75,3.0,4.0,True,False,True,True,False
920367.BJ,新赣江,化学制药,北交所,20230209,张爱江,141722.5,97.1071,2.9454,398.0,14.17225,张爱江,49.1905,20251231,49.1905,1.0,20250827,3.0,53.0,0.0,0.0,3.0,True,False,False,True,False
301272.SZ,英华特,专用机械,创业板,20230713,陈毅敏,245183.1393,61.9836,2.4313,407.0,24.51831393,陈毅敏,17.5294,20250930,17.5294,1.0,20251028,1.0,55.0,0.0,0.0,1.0,True,False,False,False,False
603216.SH,梦天家居,家居用品,主板,20211215,余静渊,688334.79,89.8073,3.8422,2128.0,68.833479,浙江梦天控股有限公司,55.9073,20250930,,,20251115,1.0,,0.0,0.0,1.0,False,False,False,False,False
603201.SH,常润股份,汽车配件,主板,20220729,JUN JI,316886.1763,12.3531,1.8327,2609.0,31.68861763,常熟势龙股权管理企业(有限合伙),34.9882,20250930,23.1929,3.0,20251223,1.0,37.0,0.0,0.0,1.0,True,True,False,False,False
688605.SH,先锋精科,半导体,科创板,20241212,游利,1324778.5374,70.1328,8.0619,1471.0,132.47785374,游利,16.0215,20251231,16.0215,1.0,20251225,1.0,54.0,1.0,1.0,1.0,True,False,True,False,False
301047.SZ,义翘神州,生物制药,创业板,20210816,谢良志,901936.4419,61.0506,1.697,1021.0,90.19364419,拉萨爱力克投资咨询有限公司,53.5529,20251231,2.2538,3.0,20251204,9.0,48.44444444444444,0.6666666666666666,6.0,9.0,True,False,True,True,False
688237.SH,超卓航科,航空,科创板,20220701,李羿含,492084.8706,388.5668,4.0685,530.0,49.20848706,李羿含,22.6723,20250930,22.6723,1.0,20250808,11.0,52.09090909090909,0.45454545454545453,5.0,11.0,True,False,False,True,False
601026.SH,道生天合,电气设备,主板,20251017,季刚,1229781.0,58.4236,4.8219,626.0,122.9781,,,,,,20250919,16.0,43.3125,0.6875,11.0,16.0,False,True,True,True,False
603176.SH,汇通集团,建筑工程,主板,20211231,张忠强,259954.755,,2.3981,858.0,25.9954755,张忠强,22.4556,20250930,22.4556,1.0,20251119,2.0,42.5,0.5,1.0,2.0,True,True,True,False,False
688648.SH,中邮科技,机床制造,科创板,20231113,中国邮政集团有限公司,719032.0,11.4241,3.2877,1237.0,71.9032,中邮资本管理有限公司,48.8757,20250930,,,20251213,4.0,50.5,1.0,4.0,4.0,False,False,True,True,False
301312.SZ,智立方,专用机械,创业板,20220711,邱鹏,1419388.5084,166.8747,11.5216,799.0,141.93885084,邱鹏,32.5252,20250930,32.5252,1.0,20250912,1.0,42.0,0.0,0.0,1.0,True,True,False,False,False
300983.SZ,尤安设计,建筑工程,创业板,20210420,陈磊,529113.6,,1.9124,412.0,52.911359999999995,宁波尤埃投资中心(有限合伙),32.934,20251231,2.1033,8.0,20250819,9.0,51.44444444444444,0.6666666666666666,6.0,9.0,False,False,True,True,False
301122.SZ,采纳股份,医疗保健,创业板,20220126,陆军,376638.8723,967.8118,2.1061,783.0,37.66388723,陆军,28.2873,20250930,28.2873,1.0,20250731,1.0,46.0,0.0,0.0,1.0,True,False,False,False,False
688562.SH,航天软件,软件服务,科创板,20230524,国务院国有资产监督管理委员会,815600.0,,4.7263,1344.0,81.56,中国航天科技集团有限公司,30.33,20251231,,,20251226,13.0,52.53846153846154,1.0,13.0,13.0,False,False,True,True,False
920703.BJ,广厦环能,专用机械,北交所,20231205,韩军,210862.876,23.2688,1.8675,376.0,21.0862876,韩军,48.9363,20250930,48.9363,1.0,20251022,3.0,46.666666666666664,0.0,0.0,3.0,True,False,False,True,False
301208.SZ,中亦科技,软件服务,创业板,20220707,徐晓飞,423120.2116,65.1713,2.7545,932.0,42.31202116,徐晓飞,17.145,20250930,17.145,1.0,20250711,1.0,55.0,1.0,1.0,1.0,True,False,True,False,False
920781.BJ,瑞奇智造,专用机械,北交所,20221226,无实际控制人,121489.7044,,3.3654,530.0,12.14897044,唐联生,10.9481,20250930,,,20250918,1.0,41.0,0.0,0.0,1.0,False,True,False,False,False
301213.SZ,观想科技,软件服务,创业板,20211206,魏强,577599.9928,,7.3615,344.0,57.75999928,魏强,42.432,20250930,42.432,1.0,20250912,3.0,51.333333333333336,0.3333333333333333,1.0,3.0,True,False,False,True,False
920892.BJ,广咨国际,建筑工程,北交所,20211028,广东省人民政府国有资产监督管理委员会,263022.489,24.433,5.9861,1106.0,26.3022489,广东省环保集团有限公司,32.0835,20251231,,,20250821,14.0,51.285714285714285,0.8571428571428571,12.0,14.0,False,False,True,True,False
001231.SZ,农心科技,农药化肥,主板,20220819,郑敬敏,241954.74,37.4558,2.4475,699.0,24.195474,郑敬敏,42.374,20250930,42.374,1.0,20251029,11.0,47.27272727272727,0.5454545454545454,6.0,11.0,True,False,True,True,False
001311.SZ,多利科技,汽车配件,主板,20230227,曹达龙,1002945.1488,36.5007,2.1855,1378.0,100.29451488,曹达龙,47.4057,20250930,47.4057,1.0,20251210,13.0,47.15384615384615,0.23076923076923078,3.0,13.0,True,False,False,True,False
301207.SZ,华兰疫苗,生物制药,创业板,20220218,安康,1188231.3675,64.9592,2.083,748.0,118.82313674999999,华兰生物工程股份有限公司,67.3846,20251231,,,20250828,8.0,55.714285714285715,0.7142857142857143,5.0,7.0,False,False,True,True,False
301525.SZ,儒竞科技,家用电器,创业板,20230830,雷淮刚,697152.5891,45.412,2.1381,1003.0,69.71525891,雷淮刚,17.2702,20250930,17.2702,1.0,20251028,1.0,53.0,1.0,1.0,1.0,True,False,True,False,False
920753.BJ,天纺标,纺织,北交所,20221031,天津市人民政府国有资产监督管理委员会,158575.7089,48.2282,3.9223,620.0,15.85757089,天津天纺投资控股有限公司,60.0741,20250930,,,20251118,1.0,43.0,1.0,1.0,1.0,False,True,True,False,False
920088.BJ,科力股份,石油开采,北交所,20241029,赵波,464048.7335,81.8678,6.681,597.0,46.404873349999995,赵波,22.9103,20250930,22.9103,1.0,20250930,2.0,35.0,0.0,0.0,2.0,True,True,False,False,False
301586.SZ,佳力奇,航空,创业板,20240828,路强,369240.9884,57.4467,2.8915,849.0,36.92409884,路强,14.3191,20250930,14.3191,1.0,20251121,1.0,37.0,0.0,0.0,1.0,True,True,False,False,False
301265.SZ,华新环保,环境保护,创业板,20221216,张军,854384.3732,150.5147,4.0905,480.0,85.43843732,张军,15.1744,20250930,15.1744,1.0,20250911,3.0,41.666666666666664,0.0,0.0,3.0,True,True,False,True,False
688485.SH,九州一轨,运输设备,科创板,20230118,无实际控制人,648359.9555,,5.1648,192.0,64.83599555,北京市基础设施投资有限公司,16.6338,20250930,,,20251217,13.0,52.15384615384615,0.7692307692307693,10.0,13.0,False,False,True,True,False
301668.SZ,昊创瑞通,电气设备,创业板,20250926,段友涛,571450.0,54.4186,5.6914,372.0,57.145,段友涛,28.3636,20251231,28.3636,1.0,20251115,1.0,36.0,0.0,0.0,1.0,True,True,False,False,False
920055.BJ,隆源股份,汽车配件,北交所,20260331,林国栋,239496.0,16.7422,2.016,,23.9496,,,,,,,,,,,,False,False,False,False,False
301011.SZ,华立科技,文教休闲,创业板,20210617,苏本立,348683.3344,50.5002,3.629,570.0,34.86833344,香港华立国际控股有限公司,41.8927,20251231,1.861,6.0,20251117,9.0,53.22222222222222,0.2222222222222222,2.0,9.0,False,False,False,True,False
